ano_mes,mes_desc,faixa_etaria,sexo_desc,regiao,escolaridade_desc,total_pessoas,qtd_ficou_em_casa,qtd_reduziu_contato,qtd_vida_normal,qtd_trabalhou,qtd_trabalho_remoto,qtd_sintomatico_trabalhando,pct_ficou_em_casa,pct_reduziu_contato,pct_vida_normal,pct_trabalho_remoto,pct_sintomatico_trabalhando
202011,Novembro/2020,0-17,Feminino,Sudeste,Sem instrução,3331,1,21,0,0,0,0,0.03,0.63,0.0,0.0,0.0
202011,Novembro/2020,0-17,Feminino,Sudeste,Fundamental incompleto,6122,0,13,0,20,16,1,0.0,0.21,0.0,80.0,0.02
202011,Novembro/2020,0-17,Feminino,Sudeste,Médio completo,54,0,0,0,10,10,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,18-29,Feminino,Sudeste,Superior incompleto,1726,1,26,0,723,737,23,0.06,1.51,0.0,101.94,1.33
202011,Novembro/2020,18-29,Masculino,Sudeste,Sem instrução,61,0,0,0,5,6,0,0.0,0.0,0.0,120.0,0.0
202011,Novembro/2020,18-29,Masculino,Sudeste,Fundamental incompleto,725,0,4,0,440,430,4,0.0,0.55,0.0,97.73,0.55
202011,Novembro/2020,18-29,Feminino,Sudeste,Fundamental incompleto,385,1,2,0,79,83,2,0.26,0.52,0.0,105.06,0.52
202011,Novembro/2020,18-29,Feminino,Sudeste,Sem instrução,39,0,0,0,3,3,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,18-29,Feminino,Sudeste,Pós-graduação,139,0,1,0,99,106,1,0.0,0.72,0.0,107.07,0.72
202011,Novembro/2020,18-29,Feminino,Sudeste,Médio incompleto,1073,0,10,0,254,256,5,0.0,0.93,0.0,100.79,0.47
202011,Novembro/2020,18-29,Masculino,Sudeste,Superior completo,727,0,9,0,558,560,12,0.0,1.24,0.0,100.36,1.65
202011,Novembro/2020,18-29,Masculino,Sudeste,Superior incompleto,1418,0,13,0,725,729,12,0.0,0.92,0.0,100.55,0.85
202011,Novembro/2020,18-29,Feminino,Sudeste,Fundamental completo,312,0,4,0,93,93,2,0.0,1.28,0.0,100.0,0.64
202011,Novembro/2020,18-29,Masculino,Sudeste,Pós-graduação,68,0,0,0,50,52,0,0.0,0.0,0.0,104.0,0.0
202011,Novembro/2020,18-29,Masculino,Sudeste,Médio completo,3699,1,24,0,2343,2350,36,0.03,0.65,0.0,100.3,0.97
202011,Novembro/2020,18-29,Feminino,Sudeste,Superior completo,1121,0,12,0,768,809,10,0.0,1.07,0.0,105.34,0.89
202011,Novembro/2020,18-29,Masculino,Sudeste,Fundamental completo,396,0,2,0,260,261,8,0.0,0.51,0.0,100.38,2.02
202011,Novembro/2020,18-29,Masculino,Sudeste,Médio incompleto,1489,0,9,0,706,706,13,0.0,0.6,0.0,100.0,0.87
202011,Novembro/2020,18-29,Feminino,Sudeste,Médio completo,3728,2,36,0,1560,1593,27,0.05,0.97,0.0,102.12,0.72
202011,Novembro/2020,30-39,Masculino,Sudeste,Fundamental completo,535,0,5,1,404,420,7,0.0,0.93,0.19,103.96,1.31
202011,Novembro/2020,30-39,Feminino,Sudeste,Superior incompleto,547,1,4,0,338,360,8,0.18,0.73,0.0,106.51,1.46
202011,Novembro/2020,30-39,Masculino,Sudeste,Superior completo,1356,2,19,0,1155,1185,24,0.15,1.4,0.0,102.6,1.77
202011,Novembro/2020,30-39,Masculino,Sudeste,Fundamental incompleto,1061,0,3,0,795,812,13,0.0,0.28,0.0,102.14,1.23
202011,Novembro/2020,30-39,Masculino,Sudeste,Médio incompleto,648,1,4,0,519,529,10,0.15,0.62,0.0,101.93,1.54
202011,Novembro/2020,30-39,Feminino,Sudeste,Fundamental incompleto,899,0,8,0,341,335,6,0.0,0.89,0.0,98.24,0.67
202011,Novembro/2020,30-39,Feminino,Sudeste,Médio incompleto,615,0,2,0,269,283,3,0.0,0.33,0.0,105.2,0.49
202011,Novembro/2020,30-39,Masculino,Sudeste,Médio completo,3019,1,12,0,2440,2515,33,0.03,0.4,0.0,103.07,1.09
202011,Novembro/2020,30-39,Masculino,Sudeste,Sem instrução,69,0,0,0,14,14,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,30-39,Masculino,Sudeste,Pós-graduação,387,1,7,0,352,361,12,0.26,1.81,0.0,102.56,3.1
202011,Novembro/2020,30-39,Feminino,Sudeste,Sem instrução,57,0,0,0,10,10,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,30-39,Feminino,Sudeste,Fundamental completo,544,0,3,0,234,236,6,0.0,0.55,0.0,100.85,1.1
202011,Novembro/2020,30-39,Masculino,Sudeste,Superior incompleto,528,0,6,0,426,447,15,0.0,1.14,0.0,104.93,2.84
202011,Novembro/2020,30-39,Feminino,Sudeste,Médio completo,3217,1,17,1,1665,1739,19,0.03,0.53,0.03,104.44,0.59
202011,Novembro/2020,30-39,Feminino,Sudeste,Superior completo,1934,1,19,0,1425,1524,26,0.05,0.98,0.0,106.95,1.34
202011,Novembro/2020,30-39,Feminino,Sudeste,Pós-graduação,603,2,4,0,490,523,15,0.33,0.66,0.0,106.73,2.49
202011,Novembro/2020,40-49,Masculino,Sudeste,Médio incompleto,468,0,0,0,356,363,2,0.0,0.0,0.0,101.97,0.43
202011,Novembro/2020,40-49,Feminino,Sudeste,Médio completo,2842,1,18,1,1524,1600,25,0.04,0.63,0.04,104.99,0.88
202011,Novembro/2020,40-49,Feminino,Sudeste,Superior incompleto,383,0,1,0,231,244,2,0.0,0.26,0.0,105.63,0.52
202011,Novembro/2020,40-49,Feminino,Sudeste,Sem instrução,111,0,0,0,27,25,2,0.0,0.0,0.0,92.59,1.8
202011,Novembro/2020,40-49,Feminino,Sudeste,Pós-graduação,584,0,7,0,486,502,12,0.0,1.2,0.0,103.29,2.05
202011,Novembro/2020,40-49,Masculino,Sudeste,Sem instrução,151,0,0,0,76,78,0,0.0,0.0,0.0,102.63,0.0
202011,Novembro/2020,40-49,Masculino,Sudeste,Pós-graduação,382,0,1,0,347,354,8,0.0,0.26,0.0,102.02,2.09
202011,Novembro/2020,40-49,Masculino,Sudeste,Superior incompleto,340,0,5,0,273,280,7,0.0,1.47,0.0,102.56,2.06
202011,Novembro/2020,40-49,Masculino,Sudeste,Fundamental completo,760,0,2,0,588,609,1,0.0,0.26,0.0,103.57,0.13
202011,Novembro/2020,40-49,Feminino,Sudeste,Fundamental incompleto,1981,1,12,1,832,797,9,0.05,0.61,0.05,95.79,0.45
202011,Novembro/2020,40-49,Masculino,Sudeste,Superior completo,1001,0,7,0,863,891,8,0.0,0.7,0.0,103.24,0.8
202011,Novembro/2020,40-49,Feminino,Sudeste,Médio incompleto,558,0,1,0,270,278,9,0.0,0.18,0.0,102.96,1.61
202011,Novembro/2020,40-49,Masculino,Sudeste,Fundamental incompleto,2081,1,9,0,1608,1623,21,0.05,0.43,0.0,100.93,1.01
202011,Novembro/2020,40-49,Masculino,Sudeste,Médio completo,2507,0,10,0,2035,2105,23,0.0,0.4,0.0,103.44,0.92
202011,Novembro/2020,40-49,Feminino,Sudeste,Fundamental completo,762,0,8,0,352,356,5,0.0,1.05,0.0,101.14,0.66
202011,Novembro/2020,40-49,Feminino,Sudeste,Superior completo,1553,0,11,0,1100,1172,8,0.0,0.71,0.0,106.55,0.52
202011,Novembro/2020,50-59,Masculino,Sudeste,Médio incompleto,472,0,1,1,309,330,3,0.0,0.21,0.21,106.8,0.64
202011,Novembro/2020,50-59,Masculino,Sudeste,Superior completo,768,1,4,0,576,602,10,0.13,0.52,0.0,104.51,1.3
202011,Novembro/2020,50-59,Masculino,Sudeste,Superior incompleto,221,0,0,0,165,170,0,0.0,0.0,0.0,103.03,0.0
202011,Novembro/2020,50-59,Feminino,Sudeste,Médio incompleto,478,0,4,0,162,167,2,0.0,0.84,0.0,103.09,0.42
202011,Novembro/2020,50-59,Masculino,Sudeste,Médio completo,1877,1,8,0,1259,1320,9,0.05,0.43,0.0,104.85,0.48
202011,Novembro/2020,50-59,Masculino,Sudeste,Pós-graduação,251,0,1,0,197,202,2,0.0,0.4,0.0,102.54,0.8
202011,Novembro/2020,50-59,Feminino,Sudeste,Pós-graduação,398,0,4,0,289,309,8,0.0,1.01,0.0,106.92,2.01
202011,Novembro/2020,50-59,Feminino,Sudeste,Fundamental incompleto,2656,0,11,0,932,903,19,0.0,0.41,0.0,96.89,0.72
202011,Novembro/2020,50-59,Feminino,Sudeste,Superior completo,1270,1,10,0,769,818,14,0.08,0.79,0.0,106.37,1.1
202011,Novembro/2020,50-59,Masculino,Sudeste,Fundamental incompleto,2564,0,12,0,1734,1781,25,0.0,0.47,0.0,102.71,0.98
202011,Novembro/2020,50-59,Feminino,Sudeste,Sem instrução,215,0,1,0,35,30,1,0.0,0.47,0.0,85.71,0.47
202011,Novembro/2020,50-59,Feminino,Sudeste,Fundamental completo,952,1,2,0,345,349,5,0.11,0.21,0.0,101.16,0.53
202011,Novembro/2020,50-59,Feminino,Sudeste,Médio completo,2146,0,19,0,945,1028,24,0.0,0.89,0.0,108.78,1.12
202011,Novembro/2020,50-59,Masculino,Sudeste,Fundamental completo,853,1,8,0,589,618,10,0.12,0.94,0.0,104.92,1.17
202011,Novembro/2020,50-59,Masculino,Sudeste,Sem instrução,218,0,0,0,108,105,2,0.0,0.0,0.0,97.22,0.92
202011,Novembro/2020,50-59,Feminino,Sudeste,Superior incompleto,228,1,5,0,106,117,2,0.44,2.19,0.0,110.38,0.88
202011,Novembro/2020,60-69,Masculino,Sudeste,Sem instrução,278,1,0,0,88,80,1,0.36,0.0,0.0,90.91,0.36
202011,Novembro/2020,60-69,Feminino,Sudeste,Pós-graduação,224,0,5,0,79,91,3,0.0,2.23,0.0,115.19,1.34
202011,Novembro/2020,60-69,Masculino,Sudeste,Médio completo,1198,0,4,0,438,473,6,0.0,0.33,0.0,107.99,0.5
202011,Novembro/2020,60-69,Masculino,Sudeste,Pós-graduação,180,0,2,0,101,106,1,0.0,1.11,0.0,104.95,0.56
202011,Novembro/2020,60-69,Masculino,Sudeste,Fundamental completo,707,2,3,0,233,243,3,0.28,0.42,0.0,104.29,0.42
202011,Novembro/2020,60-69,Feminino,Sudeste,Médio incompleto,307,0,0,0,47,50,2,0.0,0.0,0.0,106.38,0.65
202011,Novembro/2020,60-69,Feminino,Sudeste,Fundamental incompleto,2555,1,14,0,370,354,8,0.04,0.55,0.0,95.68,0.31
202011,Novembro/2020,60-69,Masculino,Sudeste,Superior incompleto,161,1,1,0,67,71,0,0.62,0.62,0.0,105.97,0.0
202011,Novembro/2020,60-69,Feminino,Sudeste,Superior completo,953,0,8,0,217,251,6,0.0,0.84,0.0,115.67,0.63
202011,Novembro/2020,60-69,Masculino,Sudeste,Fundamental incompleto,2243,1,14,0,842,862,9,0.04,0.62,0.0,102.38,0.4
202011,Novembro/2020,60-69,Masculino,Sudeste,Médio incompleto,255,0,0,0,100,101,3,0.0,0.0,0.0,101.0,1.18
202011,Novembro/2020,60-69,Feminino,Sudeste,Sem instrução,398,0,1,0,33,27,1,0.0,0.25,0.0,81.82,0.25
202011,Novembro/2020,60-69,Feminino,Sudeste,Médio completo,1485,0,17,0,262,287,6,0.0,1.14,0.0,109.54,0.4
202011,Novembro/2020,60-69,Feminino,Sudeste,Fundamental completo,934,0,6,0,120,132,4,0.0,0.64,0.0,110.0,0.43
202011,Novembro/2020,60-69,Feminino,Sudeste,Superior incompleto,168,0,1,0,40,43,0,0.0,0.6,0.0,107.5,0.0
202011,Novembro/2020,60-69,Masculino,Sudeste,Superior completo,693,2,6,0,303,335,5,0.29,0.87,0.0,110.56,0.72
202011,Novembro/2020,70+,Feminino,Sudeste,Superior incompleto,51,0,0,0,2,2,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,70+,Masculino,Sudeste,Médio incompleto,117,0,0,0,11,10,0,0.0,0.0,0.0,90.91,0.0
202011,Novembro/2020,70+,Feminino,Sudeste,Superior completo,551,1,6,0,37,35,1,0.18,1.09,0.0,94.59,0.18
202011,Novembro/2020,70+,Masculino,Sudeste,Superior incompleto,76,0,0,0,13,14,1,0.0,0.0,0.0,107.69,1.32
202011,Novembro/2020,70+,Feminino,Sudeste,Sem instrução,900,4,1,0,14,6,0,0.44,0.11,0.0,42.86,0.0
202011,Novembro/2020,70+,Feminino,Sudeste,Médio incompleto,140,0,0,0,7,5,0,0.0,0.0,0.0,71.43,0.0
202011,Novembro/2020,70+,Masculino,Sudeste,Fundamental completo,579,1,1,0,71,71,1,0.17,0.17,0.0,100.0,0.17
202011,Novembro/2020,70+,Masculino,Sudeste,Sem instrução,524,2,1,0,39,25,1,0.38,0.19,0.0,64.1,0.19
202011,Novembro/2020,70+,Feminino,Sudeste,Fundamental completo,890,1,0,0,28,25,0,0.11,0.0,0.0,89.29,0.0
202011,Novembro/2020,70+,Masculino,Sudeste,Superior completo,490,1,2,0,91,101,0,0.2,0.41,0.0,110.99,0.0
202011,Novembro/2020,70+,Feminino,Sudeste,Pós-graduação,84,1,0,0,15,19,0,1.19,0.0,0.0,126.67,0.0
202011,Novembro/2020,70+,Masculino,Sudeste,Fundamental incompleto,1845,4,8,0,244,217,5,0.22,0.43,0.0,88.93,0.27
202011,Novembro/2020,70+,Masculino,Sudeste,Médio completo,626,1,5,0,63,66,1,0.16,0.8,0.0,104.76,0.16
202011,Novembro/2020,70+,Feminino,Sudeste,Fundamental incompleto,2511,3,11,0,84,65,1,0.12,0.44,0.0,77.38,0.04
202011,Novembro/2020,70+,Feminino,Sudeste,Médio completo,838,2,4,0,27,27,1,0.24,0.48,0.0,100.0,0.12
202011,Novembro/2020,70+,Masculino,Sudeste,Pós-graduação,89,0,1,0,25,25,1,0.0,1.12,0.0,100.0,1.12
202011,Novembro/2020,0-17,Masculino,Sul,Médio completo,38,0,0,0,9,9,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,0-17,Feminino,Sul,Médio incompleto,951,0,2,0,108,87,2,0.0,0.21,0.0,80.56,0.21
202011,Novembro/2020,0-17,Feminino,Sul,Superior incompleto,9,0,1,0,3,4,1,0.0,11.11,0.0,133.33,11.11
202011,Novembro/2020,0-17,Masculino,Sul,Superior incompleto,7,0,0,0,1,2,0,0.0,0.0,0.0,200.0,0.0
202011,Novembro/2020,0-17,Feminino,Sul,Sem instrução,1919,0,4,0,0,0,0,0.0,0.21,0.0,0.0,0.0
202011,Novembro/2020,0-17,Masculino,Sul,Sem instrução,2082,0,11,0,0,0,0,0.0,0.53,0.0,0.0,0.0
202011,Novembro/2020,0-17,Masculino,Sul,Fundamental completo,92,0,0,0,11,9,0,0.0,0.0,0.0,81.82,0.0
202011,Novembro/2020,0-17,Feminino,Sul,Fundamental incompleto,3461,0,9,0,26,11,0,0.0,0.26,0.0,42.31,0.0
202011,Novembro/2020,0-17,Feminino,Sul,Médio completo,40,0,0,0,8,8,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,0-17,Feminino,Sul,Fundamental completo,87,0,0,0,5,4,0,0.0,0.0,0.0,80.0,0.0
202011,Novembro/2020,0-17,Masculino,Sul,Médio incompleto,932,0,2,0,162,126,2,0.0,0.21,0.0,77.78,0.21
202011,Novembro/2020,0-17,Masculino,Sul,Fundamental incompleto,3728,0,6,0,53,28,3,0.0,0.16,0.0,52.83,0.08
202011,Novembro/2020,18-29,Feminino,Sul,Superior incompleto,1210,1,6,0,650,659,9,0.08,0.5,0.0,101.38,0.74
202011,Novembro/2020,18-29,Feminino,Sul,Sem instrução,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202011,Novembro/2020,18-29,Feminino,Sul,Médio incompleto,570,0,3,0,212,210,3,0.0,0.53,0.0,99.06,0.53
202011,Novembro/2020,18-29,Masculino,Sul,Superior incompleto,1018,1,18,0,635,627,17,0.1,1.77,0.0,98.74,1.67
202011,Novembro/2020,18-29,Masculino,Sul,Pós-graduação,61,0,1,0,48,49,0,0.0,1.64,0.0,102.08,0.0
202011,Novembro/2020,18-29,Feminino,Sul,Superior completo,764,1,12,0,595,613,23,0.13,1.57,0.0,103.03,3.01
202011,Novembro/2020,18-29,Masculino,Sul,Superior completo,529,0,2,0,430,427,7,0.0,0.38,0.0,99.3,1.32
202011,Novembro/2020,18-29,Masculino,Sul,Médio incompleto,778,0,2,0,487,476,6,0.0,0.26,0.0,97.74,0.77
202011,Novembro/2020,18-29,Masculino,Sul,Fundamental incompleto,356,1,1,0,240,244,4,0.28,0.28,0.0,101.67,1.12
202011,Novembro/2020,18-29,Masculino,Sul,Fundamental completo,308,0,2,0,227,225,3,0.0,0.65,0.0,99.12,0.97
202011,Novembro/2020,18-29,Feminino,Sul,Fundamental incompleto,211,0,1,0,67,62,5,0.0,0.47,0.0,92.54,2.37
202011,Novembro/2020,18-29,Feminino,Sul,Pós-graduação,141,0,3,0,118,121,3,0.0,2.13,0.0,102.54,2.13
202011,Novembro/2020,18-29,Feminino,Sul,Médio completo,1634,0,10,0,928,939,11,0.0,0.61,0.0,101.19,0.67
202011,Novembro/2020,18-29,Feminino,Sul,Fundamental completo,212,0,1,0,101,92,4,0.0,0.47,0.0,91.09,1.89
202011,Novembro/2020,18-29,Masculino,Sul,Sem instrução,37,0,0,0,4,4,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,18-29,Masculino,Sul,Médio completo,1797,0,10,0,1390,1363,24,0.0,0.56,0.0,98.06,1.34
202011,Novembro/2020,30-39,Feminino,Sul,Sem instrução,30,0,0,0,1,2,0,0.0,0.0,0.0,200.0,0.0
202011,Novembro/2020,30-39,Masculino,Sul,Pós-graduação,260,1,2,0,239,249,6,0.38,0.77,0.0,104.18,2.31
202011,Novembro/2020,30-39,Masculino,Sul,Sem instrução,32,0,0,0,2,2,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,30-39,Masculino,Sul,Fundamental incompleto,510,0,2,0,422,428,8,0.0,0.39,0.0,101.42,1.57
202011,Novembro/2020,30-39,Masculino,Sul,Médio completo,1637,0,14,0,1418,1441,25,0.0,0.86,0.0,101.62,1.53
202011,Novembro/2020,30-39,Masculino,Sul,Médio incompleto,382,0,0,0,325,333,4,0.0,0.0,0.0,102.46,1.05
202011,Novembro/2020,30-39,Masculino,Sul,Fundamental completo,373,0,0,0,315,320,0,0.0,0.0,0.0,101.59,0.0
202011,Novembro/2020,30-39,Feminino,Sul,Fundamental completo,309,0,0,0,186,170,2,0.0,0.0,0.0,91.4,0.65
202011,Novembro/2020,30-39,Masculino,Sul,Superior incompleto,383,0,4,0,338,340,10,0.0,1.04,0.0,100.59,2.61
202011,Novembro/2020,30-39,Feminino,Sul,Pós-graduação,431,0,8,0,368,389,9,0.0,1.86,0.0,105.71,2.09
202011,Novembro/2020,30-39,Feminino,Sul,Médio completo,1614,0,16,1,1028,1040,20,0.0,0.99,0.06,101.17,1.24
202011,Novembro/2020,30-39,Feminino,Sul,Fundamental incompleto,422,0,1,0,222,203,8,0.0,0.24,0.0,91.44,1.9
202011,Novembro/2020,30-39,Feminino,Sul,Médio incompleto,353,0,2,0,196,194,2,0.0,0.57,0.0,98.98,0.57
202011,Novembro/2020,30-39,Feminino,Sul,Superior completo,1189,0,11,0,907,968,13,0.0,0.93,0.0,106.73,1.09
202011,Novembro/2020,30-39,Feminino,Sul,Superior incompleto,411,0,6,0,278,294,8,0.0,1.46,0.0,105.76,1.95
202011,Novembro/2020,30-39,Masculino,Sul,Superior completo,834,0,11,0,746,758,19,0.0,1.32,0.0,101.61,2.28
202011,Novembro/2020,40-49,Masculino,Sul,Pós-graduação,247,0,5,0,219,225,5,0.0,2.02,0.0,102.74,2.02
202011,Novembro/2020,40-49,Feminino,Sul,Superior completo,844,1,9,0,659,688,8,0.12,1.07,0.0,104.4,0.95
202011,Novembro/2020,40-49,Masculino,Sul,Fundamental incompleto,1239,0,2,0,1039,1054,14,0.0,0.16,0.0,101.44,1.13
202011,Novembro/2020,40-49,Feminino,Sul,Médio incompleto,322,1,2,0,186,185,2,0.31,0.62,0.0,99.46,0.62
202011,Novembro/2020,40-49,Feminino,Sul,Pós-graduação,396,1,5,0,352,362,7,0.25,1.26,0.0,102.84,1.77
202011,Novembro/2020,40-49,Masculino,Sul,Sem instrução,66,0,0,0,29,29,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,40-49,Masculino,Sul,Médio completo,1270,0,5,0,1089,1121,11,0.0,0.39,0.0,102.94,0.87
202011,Novembro/2020,40-49,Feminino,Sul,Superior incompleto,254,0,2,0,167,174,2,0.0,0.79,0.0,104.19,0.79
202011,Novembro/2020,40-49,Masculino,Sul,Superior incompleto,225,0,1,0,192,200,1,0.0,0.44,0.0,104.17,0.44
202011,Novembro/2020,40-49,Masculino,Sul,Superior completo,606,0,4,0,542,557,9,0.0,0.66,0.0,102.77,1.49
202011,Novembro/2020,40-49,Feminino,Sul,Sem instrução,38,0,0,0,9,9,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,40-49,Masculino,Sul,Médio incompleto,282,0,2,0,225,235,3,0.0,0.71,0.0,104.44,1.06
202011,Novembro/2020,40-49,Feminino,Sul,Fundamental completo,526,1,3,1,321,317,8,0.19,0.57,0.19,98.75,1.52
202011,Novembro/2020,40-49,Feminino,Sul,Médio completo,1423,1,12,0,935,942,21,0.07,0.84,0.0,100.75,1.48
202011,Novembro/2020,40-49,Feminino,Sul,Fundamental incompleto,1153,0,3,0,638,578,9,0.0,0.26,0.0,90.6,0.78
202011,Novembro/2020,40-49,Masculino,Sul,Fundamental completo,527,0,2,0,436,449,4,0.0,0.38,0.0,102.98,0.76
202011,Novembro/2020,50-59,Masculino,Sul,Sem instrução,80,0,0,0,31,35,0,0.0,0.0,0.0,112.9,0.0
202011,Novembro/2020,50-59,Feminino,Sul,Médio incompleto,256,0,2,0,120,118,2,0.0,0.78,0.0,98.33,0.78
202011,Novembro/2020,50-59,Masculino,Sul,Médio completo,1091,2,5,0,802,831,8,0.18,0.46,0.0,103.62,0.73
202011,Novembro/2020,50-59,Masculino,Sul,Fundamental incompleto,1667,2,4,0,1185,1205,18,0.12,0.24,0.0,101.69,1.08
202011,Novembro/2020,50-59,Feminino,Sul,Fundamental completo,689,1,4,0,293,281,3,0.15,0.58,0.0,95.9,0.44
202011,Novembro/2020,50-59,Feminino,Sul,Pós-graduação,299,0,1,0,203,207,5,0.0,0.33,0.0,101.97,1.67
202011,Novembro/2020,50-59,Masculino,Sul,Pós-graduação,187,0,2,0,151,156,3,0.0,1.07,0.0,103.31,1.6
202011,Novembro/2020,50-59,Masculino,Sul,Fundamental completo,628,1,6,0,437,459,7,0.16,0.96,0.0,105.03,1.11
202011,Novembro/2020,50-59,Masculino,Sul,Superior incompleto,162,0,0,0,117,125,1,0.0,0.0,0.0,106.84,0.62
202011,Novembro/2020,50-59,Feminino,Sul,Fundamental incompleto,1827,1,9,0,773,659,10,0.05,0.49,0.0,85.25,0.55
202011,Novembro/2020,50-59,Feminino,Sul,Sem instrução,101,0,0,0,17,14,1,0.0,0.0,0.0,82.35,0.99
202011,Novembro/2020,50-59,Feminino,Sul,Superior completo,668,0,6,0,411,430,9,0.0,0.9,0.0,104.62,1.35
202011,Novembro/2020,50-59,Feminino,Sul,Superior incompleto,160,0,1,0,92,95,4,0.0,0.63,0.0,103.26,2.5
202011,Novembro/2020,50-59,Feminino,Sul,Médio completo,1290,1,19,0,640,675,8,0.08,1.47,0.0,105.47,0.62
202011,Novembro/2020,50-59,Masculino,Sul,Médio incompleto,273,1,2,0,200,206,3,0.37,0.73,0.0,103.0,1.1
202011,Novembro/2020,50-59,Masculino,Sul,Superior completo,485,0,3,0,392,399,6,0.0,0.62,0.0,101.79,1.24
202011,Novembro/2020,60-69,Feminino,Sul,Fundamental completo,508,1,3,0,80,75,1,0.2,0.59,0.0,93.75,0.2
202011,Novembro/2020,60-69,Feminino,Sul,Pós-graduação,151,0,1,0,55,53,0,0.0,0.66,0.0,96.36,0.0
202011,Novembro/2020,60-69,Masculino,Sul,Superior completo,325,0,3,0,163,165,2,0.0,0.92,0.0,101.23,0.62
202011,Novembro/2020,60-69,Masculino,Sul,Pós-graduação,94,0,1,0,54,55,1,0.0,1.06,0.0,101.85,1.06
202011,Novembro/2020,60-69,Masculino,Sul,Sem instrução,118,0,0,0,32,31,1,0.0,0.0,0.0,96.88,0.85
202011,Novembro/2020,60-69,Masculino,Sul,Superior incompleto,128,0,0,0,53,58,0,0.0,0.0,0.0,109.43,0.0
202011,Novembro/2020,60-69,Feminino,Sul,Superior completo,405,1,3,0,123,118,2,0.25,0.74,0.0,95.93,0.49
202011,Novembro/2020,60-69,Feminino,Sul,Médio incompleto,170,1,1,0,33,30,1,0.59,0.59,0.0,90.91,0.59
202011,Novembro/2020,60-69,Feminino,Sul,Médio completo,766,1,3,0,143,144,1,0.13,0.39,0.0,100.7,0.13
202011,Novembro/2020,60-69,Feminino,Sul,Fundamental incompleto,1841,2,8,0,299,235,4,0.11,0.43,0.0,78.6,0.22
202011,Novembro/2020,60-69,Masculino,Sul,Fundamental incompleto,1666,1,5,0,603,603,14,0.06,0.3,0.0,100.0,0.84
202011,Novembro/2020,60-69,Masculino,Sul,Fundamental completo,482,1,3,0,182,187,5,0.21,0.62,0.0,102.75,1.04
202011,Novembro/2020,60-69,Feminino,Sul,Superior incompleto,94,0,1,0,27,31,0,0.0,1.06,0.0,114.81,0.0
202011,Novembro/2020,60-69,Feminino,Sul,Sem instrução,175,0,0,0,12,8,0,0.0,0.0,0.0,66.67,0.0
202011,Novembro/2020,60-69,Masculino,Sul,Médio incompleto,151,0,1,0,58,62,0,0.0,0.66,0.0,106.9,0.0
202011,Novembro/2020,60-69,Masculino,Sul,Médio completo,654,0,4,0,242,254,2,0.0,0.61,0.0,104.96,0.31
202011,Novembro/2020,70+,Masculino,Sul,Superior incompleto,40,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
202011,Novembro/2020,70+,Feminino,Sul,Fundamental completo,452,1,1,0,16,12,0,0.22,0.22,0.0,75.0,0.0
202011,Novembro/2020,70+,Masculino,Sul,Médio completo,260,0,0,0,30,29,0,0.0,0.0,0.0,96.67,0.0
202011,Novembro/2020,70+,Feminino,Sul,Sem instrução,408,2,2,0,4,2,0,0.49,0.49,0.0,50.0,0.0
202011,Novembro/2020,70+,Feminino,Sul,Superior incompleto,35,0,0,0,1,1,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,70+,Feminino,Sul,Pós-graduação,53,0,0,0,6,5,0,0.0,0.0,0.0,83.33,0.0
202011,Novembro/2020,70+,Masculino,Sul,Pós-graduação,38,0,0,0,10,10,0,0.0,0.0,0.0,100.0,0.0
202011,Novembro/2020,70+,Feminino,Sul,Superior completo,220,0,0,0,14,16,0,0.0,0.0,0.0,114.29,0.0
202011,Novembro/2020,70+,Feminino,Sul,Médio completo,402,0,0,0,28,23,1,0.0,0.0,0.0,82.14,0.25
202011,Novembro/2020,70+,Feminino,Sul,Fundamental incompleto,1829,1,8,0,86,55,2,0.05,0.44,0.0,63.95,0.11
202011,Novembro/2020,70+,Masculino,Sul,Fundamental incompleto,1443,4,9,0,185,154,7,0.28,0.62,0.0,83.24,0.49
202011,Novembro/2020,70+,Feminino,Sul,Médio incompleto,77,0,0,0,4,3,0,0.0,0.0,0.0,75.0,0.0
202011,Novembro/2020,70+,Masculino,Sul,Fundamental completo,316,0,1,0,44,42,0,0.0,0.32,0.0,95.45,0.0
202011,Novembro/2020,70+,Masculino,Sul,Sem instrução,214,0,1,0,15,12,0,0.0,0.47,0.0,80.0,0.0
202011,Novembro/2020,70+,Masculino,Sul,Superior completo,208,1,0,0,46,45,0,0.48,0.0,0.0,97.83,0.0
