ano_mes,mes_desc,faixa_etaria,sexo_desc,cor_raca_desc,escolaridade_desc,total_pessoas,qtd_trabalhou,qtd_trabalho_remoto,qtd_bolsa_familia,qtd_auxilio_emergencial,qtd_sintomaticos,pct_trabalhou,pct_trabalho_remoto,pct_bolsa_familia,pct_auxilio_emergencial,pct_sintomaticos
202009,Setembro/2020,18-29,Feminino,Amarela,Médio completo,78,28,30,6,6,4,35.9,107.14,7.69,7.69,5.13
202009,Setembro/2020,18-29,Feminino,Branca,Fundamental completo,408,148,133,27,24,10,36.27,89.86,6.62,5.88,2.45
202009,Setembro/2020,18-29,Feminino,Indígena,Sem instrução,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Feminino,Branca,Superior completo,2186,1495,1561,81,163,36,68.39,104.41,3.71,7.46,1.65
202009,Setembro/2020,18-29,Feminino,Branca,Superior incompleto,3099,1226,1249,269,237,65,39.56,101.88,8.68,7.65,2.1
202009,Setembro/2020,18-29,Feminino,Indígena,Superior completo,14,12,11,2,1,0,85.71,91.67,14.29,7.14,0.0
202009,Setembro/2020,18-29,Feminino,Preta,Superior completo,238,142,151,13,14,5,59.66,106.34,5.46,5.88,2.1
202009,Setembro/2020,18-29,Feminino,Parda,Médio incompleto,2592,542,496,198,132,70,20.91,91.51,7.64,5.09,2.7
202009,Setembro/2020,18-29,Feminino,Preta,Médio incompleto,441,75,86,36,32,13,17.01,114.67,8.16,7.26,2.95
202009,Setembro/2020,18-29,Feminino,Parda,Pós-graduação,169,112,119,6,7,6,66.27,106.25,3.55,4.14,3.55
202009,Setembro/2020,18-29,Feminino,Preta,Fundamental completo,109,29,26,6,7,1,26.61,89.66,5.5,6.42,0.92
202009,Setembro/2020,18-29,Feminino,Parda,Superior incompleto,2737,1071,1118,173,205,73,39.13,104.39,6.32,7.49,2.67
202009,Setembro/2020,18-29,Feminino,Amarela,Superior incompleto,52,22,22,3,6,0,42.31,100.0,5.77,11.54,0.0
202009,Setembro/2020,18-29,Feminino,Parda,Superior completo,1491,856,923,66,102,48,57.41,107.83,4.43,6.84,3.22
202009,Setembro/2020,18-29,Feminino,Amarela,Fundamental incompleto,19,5,5,4,1,0,26.32,100.0,21.05,5.26,0.0
202009,Setembro/2020,18-29,Feminino,Amarela,Superior completo,34,22,21,3,2,0,64.71,95.45,8.82,5.88,0.0
202009,Setembro/2020,18-29,Feminino,Branca,Médio completo,4460,1883,1916,240,305,101,42.22,101.75,5.38,6.84,2.26
202009,Setembro/2020,18-29,Feminino,Amarela,Pós-graduação,6,4,4,1,0,0,66.67,100.0,16.67,0.0,0.0
202009,Setembro/2020,18-29,Feminino,Preta,Superior incompleto,501,192,206,50,41,13,38.32,107.29,9.98,8.18,2.59
202009,Setembro/2020,18-29,Feminino,Parda,Sem instrução,87,7,7,7,8,5,8.05,100.0,8.05,9.2,5.75
202009,Setembro/2020,18-29,Feminino,Parda,Fundamental incompleto,1528,253,211,113,68,36,16.56,83.4,7.4,4.45,2.36
202009,Setembro/2020,18-29,Feminino,Amarela,Médio incompleto,21,5,6,3,0,2,23.81,120.0,14.29,0.0,9.52
202009,Setembro/2020,18-29,Feminino,Indígena,Fundamental incompleto,10,3,3,0,0,2,30.0,100.0,0.0,0.0,20.0
202009,Setembro/2020,18-29,Feminino,Preta,Sem instrução,11,0,0,1,1,0,0.0,0.0,9.09,9.09,0.0
202009,Setembro/2020,18-29,Feminino,Parda,Médio completo,7531,2445,2439,408,440,181,32.47,99.75,5.42,5.84,2.4
202009,Setembro/2020,18-29,Feminino,Indígena,Pós-graduação,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Feminino,Preta,Pós-graduação,45,33,33,2,2,2,73.33,100.0,4.44,4.44,4.44
202009,Setembro/2020,18-29,Feminino,Preta,Médio completo,1266,449,466,79,65,32,35.47,103.79,6.24,5.13,2.53
202009,Setembro/2020,18-29,Feminino,Indígena,Médio incompleto,30,8,6,2,3,2,26.67,75.0,6.67,10.0,6.67
202009,Setembro/2020,18-29,Feminino,Branca,Sem instrução,57,1,1,5,4,0,1.75,100.0,8.77,7.02,0.0
202009,Setembro/2020,18-29,Feminino,Indígena,Fundamental completo,2,1,1,0,0,0,50.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Feminino,Branca,Fundamental incompleto,523,117,106,43,33,11,22.37,90.6,8.22,6.31,2.1
202009,Setembro/2020,18-29,Feminino,Branca,Médio incompleto,1326,360,349,105,92,34,27.15,96.94,7.92,6.94,2.56
202009,Setembro/2020,18-29,Feminino,Preta,Fundamental incompleto,199,35,37,13,7,7,17.59,105.71,6.53,3.52,3.52
202009,Setembro/2020,18-29,Feminino,Indígena,Superior incompleto,16,1,1,0,1,1,6.25,100.0,0.0,6.25,6.25
202009,Setembro/2020,18-29,Feminino,Ignorado,Superior incompleto,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Feminino,Parda,Fundamental completo,720,185,178,41,36,19,25.69,96.22,5.69,5.0,2.64
202009,Setembro/2020,18-29,Feminino,Indígena,Médio completo,70,27,25,5,4,1,38.57,92.59,7.14,5.71,1.43
202009,Setembro/2020,18-29,Feminino,Branca,Pós-graduação,346,264,276,15,16,13,76.3,104.55,4.34,4.62,3.76
202009,Setembro/2020,18-29,Feminino,Ignorado,Médio incompleto,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,18-29,Feminino,Amarela,Fundamental completo,9,1,1,1,0,1,11.11,100.0,11.11,0.0,11.11
202009,Setembro/2020,18-29,Feminino,Ignorado,Sem instrução,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,18-29,Masculino,Branca,Fundamental incompleto,963,548,517,43,53,22,56.91,94.34,4.47,5.5,2.28
202009,Setembro/2020,18-29,Masculino,Branca,Pós-graduação,157,124,129,3,13,6,78.98,104.03,1.91,8.28,3.82
202009,Setembro/2020,18-29,Masculino,Indígena,Médio incompleto,23,10,7,2,2,1,43.48,70.0,8.7,8.7,4.35
202009,Setembro/2020,18-29,Masculino,Preta,Médio completo,1202,734,728,54,87,30,61.06,99.18,4.49,7.24,2.5
202009,Setembro/2020,18-29,Masculino,Ignorado,Médio completo,3,2,2,0,0,0,66.67,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Branca,Médio completo,4505,2888,2839,157,312,87,64.11,98.3,3.49,6.93,1.93
202009,Setembro/2020,18-29,Masculino,Preta,Fundamental completo,179,103,101,11,14,2,57.54,98.06,6.15,7.82,1.12
202009,Setembro/2020,18-29,Masculino,Indígena,Superior completo,8,2,4,0,0,0,25.0,200.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Amarela,Fundamental incompleto,12,10,9,0,2,0,83.33,90.0,0.0,16.67,0.0
202009,Setembro/2020,18-29,Masculino,Parda,Sem instrução,147,20,17,4,9,5,13.61,85.0,2.72,6.12,3.4
202009,Setembro/2020,18-29,Masculino,Branca,Médio incompleto,1707,906,861,82,135,31,53.08,95.03,4.8,7.91,1.82
202009,Setembro/2020,18-29,Masculino,Indígena,Fundamental completo,5,3,3,1,0,0,60.0,100.0,20.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Parda,Superior completo,951,658,671,25,68,29,69.19,101.98,2.63,7.15,3.05
202009,Setembro/2020,18-29,Masculino,Preta,Sem instrução,17,4,6,0,0,0,23.53,150.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Preta,Pós-graduação,14,11,11,2,0,0,78.57,100.0,14.29,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Preta,Superior completo,174,115,122,6,14,6,66.09,106.09,3.45,8.05,3.45
202009,Setembro/2020,18-29,Masculino,Parda,Superior incompleto,2270,1057,1072,119,184,55,46.56,101.42,5.24,8.11,2.42
202009,Setembro/2020,18-29,Masculino,Amarela,Médio completo,59,32,32,2,6,4,54.24,100.0,3.39,10.17,6.78
202009,Setembro/2020,18-29,Masculino,Parda,Médio incompleto,3383,1601,1527,155,219,87,47.32,95.38,4.58,6.47,2.57
202009,Setembro/2020,18-29,Masculino,Branca,Sem instrução,78,8,8,0,3,2,10.26,100.0,0.0,3.85,2.56
202009,Setembro/2020,18-29,Masculino,Ignorado,Fundamental completo,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Branca,Fundamental completo,558,378,359,17,44,16,67.74,94.97,3.05,7.89,2.87
202009,Setembro/2020,18-29,Masculino,Indígena,Superior incompleto,13,7,7,1,1,0,53.85,100.0,7.69,7.69,0.0
202009,Setembro/2020,18-29,Masculino,Branca,Superior incompleto,2646,1307,1306,151,196,48,49.4,99.92,5.71,7.41,1.81
202009,Setembro/2020,18-29,Masculino,Preta,Superior incompleto,370,173,169,24,26,12,46.76,97.69,6.49,7.03,3.24
202009,Setembro/2020,18-29,Masculino,Indígena,Sem instrução,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Parda,Pós-graduação,77,55,60,0,7,0,71.43,109.09,0.0,9.09,0.0
202009,Setembro/2020,18-29,Masculino,Amarela,Superior incompleto,41,15,15,2,3,0,36.59,100.0,4.88,7.32,0.0
202009,Setembro/2020,18-29,Masculino,Amarela,Fundamental completo,11,8,8,0,0,0,72.73,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Parda,Fundamental completo,911,542,519,31,58,15,59.5,95.76,3.4,6.37,1.65
202009,Setembro/2020,18-29,Masculino,Indígena,Médio completo,45,28,27,1,1,0,62.22,96.43,2.22,2.22,0.0
202009,Setembro/2020,18-29,Masculino,Amarela,Médio incompleto,33,15,16,0,3,1,45.45,106.67,0.0,9.09,3.03
202009,Setembro/2020,18-29,Masculino,Amarela,Superior completo,16,10,11,1,2,1,62.5,110.0,6.25,12.5,6.25
202009,Setembro/2020,18-29,Masculino,Preta,Fundamental incompleto,411,217,212,24,26,8,52.8,97.7,5.84,6.33,1.95
202009,Setembro/2020,18-29,Masculino,Indígena,Pós-graduação,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Preta,Médio incompleto,589,285,274,32,41,8,48.39,96.14,5.43,6.96,1.36
202009,Setembro/2020,18-29,Masculino,Parda,Fundamental incompleto,2305,1187,1090,111,123,39,51.5,91.83,4.82,5.34,1.69
202009,Setembro/2020,18-29,Masculino,Parda,Médio completo,6940,4017,3932,203,396,152,57.88,97.88,2.93,5.71,2.19
202009,Setembro/2020,18-29,Masculino,Branca,Superior completo,1439,1092,1104,40,112,32,75.89,101.1,2.78,7.78,2.22
202009,Setembro/2020,18-29,Masculino,Indígena,Fundamental incompleto,19,7,7,1,0,0,36.84,100.0,5.26,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Amarela,Pós-graduação,3,3,3,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Amarela,Sem instrução,2,1,1,0,0,0,50.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Ignorado,Superior incompleto,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,18-29,Masculino,Ignorado,Superior completo,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Indígena,Médio completo,52,19,18,3,2,0,36.54,94.74,5.77,3.85,0.0
202009,Setembro/2020,30-39,Feminino,Branca,Pós-graduação,1142,931,1007,64,95,46,81.52,108.16,5.6,8.32,4.03
202009,Setembro/2020,30-39,Feminino,Indígena,Fundamental completo,8,3,3,1,0,2,37.5,100.0,12.5,0.0,25.0
202009,Setembro/2020,30-39,Feminino,Amarela,Médio completo,75,42,44,3,7,3,56.0,104.76,4.0,9.33,4.0
202009,Setembro/2020,30-39,Feminino,Parda,Fundamental incompleto,2779,811,721,199,170,82,29.18,88.9,7.16,6.12,2.95
202009,Setembro/2020,30-39,Feminino,Branca,Fundamental incompleto,1145,371,333,83,54,39,32.4,89.76,7.25,4.72,3.41
202009,Setembro/2020,30-39,Feminino,Amarela,Médio incompleto,14,7,6,0,1,2,50.0,85.71,0.0,7.14,14.29
202009,Setembro/2020,30-39,Feminino,Preta,Médio completo,1079,501,543,85,69,32,46.43,108.38,7.88,6.39,2.97
202009,Setembro/2020,30-39,Feminino,Amarela,Fundamental completo,11,6,7,0,2,1,54.55,116.67,0.0,18.18,9.09
202009,Setembro/2020,30-39,Feminino,Preta,Sem instrução,22,2,1,1,0,0,9.09,50.0,4.55,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Branca,Superior completo,3249,2378,2547,152,240,87,73.19,107.11,4.68,7.39,2.68
202009,Setembro/2020,30-39,Feminino,Branca,Fundamental completo,632,301,281,42,40,23,47.63,93.36,6.65,6.33,3.64
202009,Setembro/2020,30-39,Feminino,Parda,Sem instrução,207,29,24,13,9,5,14.01,82.76,6.28,4.35,2.42
202009,Setembro/2020,30-39,Feminino,Parda,Superior incompleto,935,526,579,81,90,35,56.26,110.08,8.66,9.63,3.74
202009,Setembro/2020,30-39,Feminino,Branca,Superior incompleto,950,577,616,85,102,34,60.74,106.76,8.95,10.74,3.58
202009,Setembro/2020,30-39,Feminino,Indígena,Superior completo,18,10,10,0,1,0,55.56,100.0,0.0,5.56,0.0
202009,Setembro/2020,30-39,Feminino,Indígena,Superior incompleto,8,5,4,1,1,0,62.5,80.0,12.5,12.5,0.0
202009,Setembro/2020,30-39,Feminino,Indígena,Médio incompleto,12,3,4,1,0,1,25.0,133.33,8.33,0.0,8.33
202009,Setembro/2020,30-39,Feminino,Indígena,Fundamental incompleto,21,7,4,1,0,1,33.33,57.14,4.76,0.0,4.76
202009,Setembro/2020,30-39,Feminino,Parda,Médio completo,5874,2633,2730,443,374,172,44.82,103.68,7.54,6.37,2.93
202009,Setembro/2020,30-39,Feminino,Amarela,Superior incompleto,20,10,13,3,1,0,50.0,130.0,15.0,5.0,0.0
202009,Setembro/2020,30-39,Feminino,Parda,Médio incompleto,1312,479,475,103,64,44,36.51,99.16,7.85,4.88,3.35
202009,Setembro/2020,30-39,Feminino,Parda,Fundamental completo,1035,369,369,79,64,31,35.65,100.0,7.63,6.18,3.0
202009,Setembro/2020,30-39,Feminino,Preta,Médio incompleto,227,85,87,24,8,7,37.44,102.35,10.57,3.52,3.08
202009,Setembro/2020,30-39,Feminino,Indígena,Pós-graduação,6,6,6,0,1,0,100.0,100.0,0.0,16.67,0.0
202009,Setembro/2020,30-39,Feminino,Amarela,Fundamental incompleto,25,10,9,2,2,1,40.0,90.0,8.0,8.0,4.0
202009,Setembro/2020,30-39,Feminino,Preta,Fundamental completo,175,73,75,14,11,7,41.71,102.74,8.0,6.29,4.0
202009,Setembro/2020,30-39,Feminino,Preta,Pós-graduação,109,89,96,6,11,7,81.65,107.87,5.5,10.09,6.42
202009,Setembro/2020,30-39,Feminino,Branca,Médio incompleto,772,318,326,61,46,28,41.19,102.52,7.9,5.96,3.63
202009,Setembro/2020,30-39,Feminino,Preta,Fundamental incompleto,394,149,141,33,25,22,37.82,94.63,8.38,6.35,5.58
202009,Setembro/2020,30-39,Feminino,Branca,Sem instrução,94,10,8,2,9,3,10.64,80.0,2.13,9.57,3.19
202009,Setembro/2020,30-39,Feminino,Ignorado,Fundamental incompleto,2,1,1,0,0,0,50.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Parda,Pós-graduação,566,449,481,27,42,19,79.33,107.13,4.77,7.42,3.36
202009,Setembro/2020,30-39,Feminino,Amarela,Pós-graduação,23,21,21,1,0,2,91.3,100.0,4.35,0.0,8.7
202009,Setembro/2020,30-39,Feminino,Parda,Superior completo,2358,1567,1729,128,182,65,66.45,110.34,5.43,7.72,2.76
202009,Setembro/2020,30-39,Feminino,Preta,Superior incompleto,181,92,102,21,11,6,50.83,110.87,11.6,6.08,3.31
202009,Setembro/2020,30-39,Feminino,Branca,Médio completo,3921,2069,2150,271,285,107,52.77,103.91,6.91,7.27,2.73
202009,Setembro/2020,30-39,Feminino,Preta,Superior completo,459,315,341,37,28,17,68.63,108.25,8.06,6.1,3.7
202009,Setembro/2020,30-39,Feminino,Amarela,Superior completo,74,61,61,3,5,4,82.43,100.0,4.05,6.76,5.41
202009,Setembro/2020,30-39,Feminino,Indígena,Sem instrução,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0
202009,Setembro/2020,30-39,Feminino,Ignorado,Médio completo,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Ignorado,Sem instrução,2,0,0,0,1,0,0.0,0.0,0.0,50.0,0.0
202009,Setembro/2020,30-39,Feminino,Amarela,Sem instrução,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Ignorado,Superior completo,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Ignorado,Pós-graduação,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Ignorado,Médio incompleto,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Feminino,Ignorado,Superior incompleto,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Masculino,Indígena,Médio incompleto,12,8,9,0,2,0,66.67,112.5,0.0,16.67,0.0
202009,Setembro/2020,30-39,Masculino,Parda,Fundamental completo,1001,713,709,24,59,13,71.23,99.44,2.4,5.89,1.3
202009,Setembro/2020,30-39,Masculino,Preta,Fundamental completo,222,149,158,8,13,1,67.12,106.04,3.6,5.86,0.45
202009,Setembro/2020,30-39,Masculino,Indígena,Fundamental completo,10,8,8,1,0,0,80.0,100.0,10.0,0.0,0.0
202009,Setembro/2020,30-39,Masculino,Ignorado,Médio completo,1,1,1,1,0,0,100.0,100.0,100.0,0.0,0.0
202009,Setembro/2020,30-39,Masculino,Amarela,Superior completo,31,29,28,1,6,0,93.55,96.55,3.23,19.35,0.0
202009,Setembro/2020,30-39,Masculino,Branca,Fundamental completo,700,581,581,13,50,13,83.0,100.0,1.86,7.14,1.86
202009,Setembro/2020,30-39,Masculino,Indígena,Fundamental incompleto,37,26,28,1,2,3,70.27,107.69,2.7,5.41,8.11
202009,Setembro/2020,30-39,Masculino,Preta,Pós-graduação,70,61,65,2,5,6,87.14,106.56,2.86,7.14,8.57
202009,Setembro/2020,30-39,Masculino,Branca,Sem instrução,116,35,34,7,9,2,30.17,97.14,6.03,7.76,1.72
202009,Setembro/2020,30-39,Masculino,Indígena,Médio completo,42,31,32,1,4,3,73.81,103.23,2.38,9.52,7.14
202009,Setembro/2020,30-39,Masculino,Amarela,Fundamental incompleto,25,17,16,2,2,1,68.0,94.12,8.0,8.0,4.0
202009,Setembro/2020,30-39,Masculino,Branca,Pós-graduação,723,656,668,18,42,19,90.73,101.83,2.49,5.81,2.63
202009,Setembro/2020,30-39,Masculino,Preta,Médio incompleto,292,214,214,7,17,9,73.29,100.0,2.4,5.82,3.08
202009,Setembro/2020,30-39,Masculino,Parda,Pós-graduação,318,278,297,5,25,11,87.42,106.83,1.57,7.86,3.46
202009,Setembro/2020,30-39,Masculino,Amarela,Superior incompleto,5,4,5,0,1,0,80.0,125.0,0.0,20.0,0.0
202009,Setembro/2020,30-39,Masculino,Amarela,Pós-graduação,17,17,17,0,1,0,100.0,100.0,0.0,5.88,0.0
202009,Setembro/2020,30-39,Masculino,Parda,Superior incompleto,709,545,567,25,73,14,76.87,104.04,3.53,10.3,1.97
202009,Setembro/2020,30-39,Masculino,Indígena,Superior incompleto,4,4,3,0,1,0,100.0,75.0,0.0,25.0,0.0
202009,Setembro/2020,30-39,Masculino,Parda,Fundamental incompleto,3401,2267,2182,120,214,75,66.66,96.25,3.53,6.29,2.21
202009,Setembro/2020,30-39,Masculino,Indígena,Sem instrução,2,2,2,0,1,1,100.0,100.0,0.0,50.0,50.0
202009,Setembro/2020,30-39,Masculino,Amarela,Sem instrução,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,30-39,Masculino,Branca,Médio completo,3651,2922,2984,80,258,93,80.03,102.12,2.19,7.07,2.55
202009,Setembro/2020,30-39,Masculino,Amarela,Médio incompleto,10,9,9,1,1,0,90.0,100.0,10.0,10.0,0.0
202009,Setembro/2020,30-39,Masculino,Branca,Superior incompleto,863,689,707,30,93,27,79.84,102.61,3.48,10.78,3.13
202009,Setembro/2020,30-39,Masculino,Preta,Superior incompleto,153,125,129,1,15,4,81.7,103.2,0.65,9.8,2.61
202009,Setembro/2020,30-39,Masculino,Branca,Médio incompleto,778,607,613,15,55,17,78.02,100.99,1.93,7.07,2.19
202009,Setembro/2020,30-39,Masculino,Indígena,Pós-graduação,2,1,2,0,1,0,50.0,200.0,0.0,50.0,0.0
202009,Setembro/2020,30-39,Masculino,Preta,Médio completo,1040,802,827,33,71,32,77.12,103.12,3.17,6.83,3.08
202009,Setembro/2020,30-39,Masculino,Parda,Médio incompleto,1428,1056,1051,44,73,41,73.95,99.53,3.08,5.11,2.87
202009,Setembro/2020,30-39,Masculino,Preta,Superior completo,289,231,245,4,16,6,79.93,106.06,1.38,5.54,2.08
202009,Setembro/2020,30-39,Masculino,Parda,Sem instrução,277,105,94,6,21,5,37.91,89.52,2.17,7.58,1.81
202009,Setembro/2020,30-39,Masculino,Branca,Fundamental incompleto,1446,1064,1053,50,81,30,73.58,98.97,3.46,5.6,2.07
202009,Setembro/2020,30-39,Masculino,Preta,Sem instrução,52,24,26,0,4,0,46.15,108.33,0.0,7.69,0.0
202009,Setembro/2020,30-39,Masculino,Amarela,Fundamental completo,7,6,6,0,1,0,85.71,100.0,0.0,14.29,0.0
202009,Setembro/2020,30-39,Masculino,Branca,Superior completo,2294,1993,2034,64,177,67,86.88,102.06,2.79,7.72,2.92
202009,Setembro/2020,30-39,Masculino,Preta,Fundamental incompleto,550,395,388,17,34,11,71.82,98.23,3.09,6.18,2.0
202009,Setembro/2020,30-39,Masculino,Parda,Superior completo,1416,1156,1229,30,107,37,81.64,106.31,2.12,7.56,2.61
202009,Setembro/2020,30-39,Masculino,Indígena,Superior completo,13,9,11,0,0,1,69.23,122.22,0.0,0.0,7.69
202009,Setembro/2020,30-39,Masculino,Parda,Médio completo,5054,3839,3923,104,335,123,75.96,102.19,2.06,6.63,2.43
202009,Setembro/2020,30-39,Masculino,Amarela,Médio completo,43,37,36,1,7,2,86.05,97.3,2.33,16.28,4.65
202009,Setembro/2020,30-39,Masculino,Ignorado,Médio incompleto,1,1,1,0,0,0,100.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Branca,Fundamental incompleto,2553,1093,964,115,147,82,42.81,88.2,4.5,5.76,3.21
202009,Setembro/2020,40-49,Feminino,Ignorado,Fundamental incompleto,4,2,2,0,0,0,50.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Parda,Sem instrução,415,100,75,19,17,12,24.1,75.0,4.58,4.1,2.89
202009,Setembro/2020,40-49,Feminino,Preta,Fundamental completo,232,103,111,11,9,4,44.4,107.77,4.74,3.88,1.72
202009,Setembro/2020,40-49,Feminino,Amarela,Superior completo,36,25,26,1,0,2,69.44,104.0,2.78,0.0,5.56
202009,Setembro/2020,40-49,Feminino,Amarela,Médio completo,53,29,30,1,2,2,54.72,103.45,1.89,3.77,3.77
202009,Setembro/2020,40-49,Feminino,Indígena,Médio incompleto,8,4,4,0,0,0,50.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Preta,Médio incompleto,180,76,84,12,10,1,42.22,110.53,6.67,5.56,0.56
202009,Setembro/2020,40-49,Feminino,Preta,Superior completo,371,258,294,11,22,15,69.54,113.95,2.96,5.93,4.04
202009,Setembro/2020,40-49,Feminino,Indígena,Sem instrução,5,3,3,0,0,0,60.0,100.0,0.0,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Branca,Sem instrução,150,35,27,10,3,6,23.33,77.14,6.67,2.0,4.0
202009,Setembro/2020,40-49,Feminino,Parda,Superior incompleto,449,258,274,37,45,16,57.46,106.2,8.24,10.02,3.56
202009,Setembro/2020,40-49,Feminino,Parda,Médio completo,4377,2133,2271,226,267,139,48.73,106.47,5.16,6.1,3.18
202009,Setembro/2020,40-49,Feminino,Branca,Médio completo,3579,1947,2025,181,258,87,54.4,104.01,5.06,7.21,2.43
202009,Setembro/2020,40-49,Feminino,Branca,Pós-graduação,1161,968,1039,99,108,34,83.38,107.33,8.53,9.3,2.93
202009,Setembro/2020,40-49,Feminino,Parda,Pós-graduação,581,455,502,47,52,16,78.31,110.33,8.09,8.95,2.75
202009,Setembro/2020,40-49,Feminino,Branca,Fundamental completo,985,502,488,34,56,21,50.96,97.21,3.45,5.69,2.13
202009,Setembro/2020,40-49,Feminino,Branca,Superior completo,2586,1883,1989,149,194,60,72.82,105.63,5.76,7.5,2.32
202009,Setembro/2020,40-49,Feminino,Branca,Superior incompleto,580,347,366,50,60,16,59.83,105.48,8.62,10.34,2.76
202009,Setembro/2020,40-49,Feminino,Amarela,Médio incompleto,7,3,3,0,0,0,42.86,100.0,0.0,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Parda,Médio incompleto,1000,444,459,56,65,31,44.4,103.38,5.6,6.5,3.1
202009,Setembro/2020,40-49,Feminino,Amarela,Pós-graduação,14,11,12,2,0,1,78.57,109.09,14.29,0.0,7.14
202009,Setembro/2020,40-49,Feminino,Branca,Médio incompleto,695,357,356,45,59,25,51.37,99.72,6.47,8.49,3.6
202009,Setembro/2020,40-49,Feminino,Indígena,Médio completo,27,12,14,1,0,3,44.44,116.67,3.7,0.0,11.11
202009,Setembro/2020,40-49,Feminino,Preta,Superior incompleto,109,62,70,9,9,9,56.88,112.9,8.26,8.26,8.26
202009,Setembro/2020,40-49,Feminino,Indígena,Fundamental incompleto,38,12,7,2,4,1,31.58,58.33,5.26,10.53,2.63
202009,Setembro/2020,40-49,Feminino,Indígena,Superior completo,16,12,14,1,1,1,75.0,116.67,6.25,6.25,6.25
202009,Setembro/2020,40-49,Feminino,Preta,Sem instrução,62,12,12,2,4,3,19.35,100.0,3.23,6.45,4.84
202009,Setembro/2020,40-49,Feminino,Indígena,Fundamental completo,11,4,4,0,1,0,36.36,100.0,0.0,9.09,0.0
202009,Setembro/2020,40-49,Feminino,Amarela,Fundamental completo,12,7,7,1,0,0,58.33,100.0,8.33,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Preta,Pós-graduação,86,74,83,6,14,2,86.05,112.16,6.98,16.28,2.33
202009,Setembro/2020,40-49,Feminino,Parda,Superior completo,1688,1119,1270,93,152,53,66.29,113.49,5.51,9.0,3.14
202009,Setembro/2020,40-49,Feminino,Amarela,Fundamental incompleto,46,14,15,2,1,1,30.43,107.14,4.35,2.17,2.17
202009,Setembro/2020,40-49,Feminino,Preta,Fundamental incompleto,718,293,288,41,42,29,40.81,98.29,5.71,5.85,4.04
202009,Setembro/2020,40-49,Feminino,Parda,Fundamental incompleto,4512,1533,1406,235,235,144,33.98,91.72,5.21,5.21,3.19
202009,Setembro/2020,40-49,Feminino,Preta,Médio completo,819,412,453,49,48,22,50.31,109.95,5.98,5.86,2.69
202009,Setembro/2020,40-49,Feminino,Parda,Fundamental completo,1178,493,505,51,66,39,41.85,102.43,4.33,5.6,3.31
202009,Setembro/2020,40-49,Feminino,Indígena,Superior incompleto,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,40-49,Feminino,Amarela,Sem instrução,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0
